user_id,event_time,abandond,discount
474156561,2019-12-01 9:01:27,1,0
580124187,2019-12-01 9:05:59,0,0
527448720,2019-12-01 9:06:49,0,0
568331285,2019-12-01 9:07:02,0,0
407389821,2019-12-01 9:10:12,1,0
528539896,2019-12-01 9:14:41,0,0.5
579428829,2019-12-01 9:16:30,1,0.1
386704542,2019-12-01 9:16:53,1,0.25
472747206,2019-12-01 9:21:37,0,0.15
513828797,2019-12-01 9:26:18,0,0
580127566,2019-12-01 9:26:56,0,0
557045148,2019-12-01 9:33:01,0,0
428138604,2019-12-01 9:36:10,0,0
230818653,2019-12-01 9:38:01,0,0
470598515,2019-12-01 9:38:25,0,0
418417206,2019-12-01 9:41:52,0,0
528772942,2019-12-01 9:48:35,1,0
552903610,2019-12-01 9:49:15,1,0.1
534143009,2019-12-01 9:52:12,1,0
530670290,2019-12-01 9:52:14,1,0.1
417524988,2019-12-01 9:53:38,1,0
580096835,2019-12-01 9:54:23,1,0
545514646,2019-12-01 9:55:22,0,0
570401269,2019-12-01 9:57:26,0,0
453148546,2019-12-01 9:58:57,0,0.1
580170588,2019-12-01 10:00:09,0,0
580174518,2019-12-01 10:08:32,0,0
430146135,2019-12-01 10:08:52,1,0
442939729,2019-12-01 10:16:35,0,0
564319813,2019-12-01 10:16:51,0,0
345005035,2019-12-01 10:20:47,0,0
579751441,2019-12-01 10:20:49,0,0.5
580168326,2019-12-01 10:21:16,0,0
446506364,2019-12-01 10:21:46,0,0
151188116,2019-12-01 10:23:02,0,0
413003398,2019-12-01 10:24:05,0,0
460066512,2019-12-01 10:24:57,0,0.25
548778991,2019-12-01 10:25:15,1,0
72062431,2019-12-01 10:25:27,0,0.25
483272639,2019-12-01 10:25:34,0,0
502942288,2019-12-01 10:26:05,0,0
379444781,2019-12-01 10:27:52,0,0.15
205826083,2019-12-01 10:29:21,0,0
564070972,2019-12-01 10:30:54,0,0
473431727,2019-12-01 10:31:19,0,0
580091775,2019-12-01 10:36:15,0,0
422342715,2019-12-01 10:38:31,0,0
476416241,2019-12-01 10:40:02,0,0
306976352,2019-12-01 10:40:09,0,0
547430123,2019-12-01 10:40:10,1,0
526880392,2019-12-01 10:44:43,0,0
432826005,2019-12-01 10:44:57,0,0.15
473936394,2019-12-01 10:45:46,1,0
540411843,2019-12-01 10:46:22,0,0.25
454947115,2019-12-01 10:46:37,0,0.25
512133915,2019-12-01 10:46:41,0,0
427767108,2019-12-01 10:46:42,1,0
578779619,2019-12-01 10:49:07,0,0.25
415186518,2019-12-01 10:53:15,0,0
580189180,2019-12-01 10:54:15,0,0
358910850,2019-12-01 10:56:46,0,0.1
550979949,2019-12-01 10:56:48,0,0
571154087,2019-12-01 10:57:19,0,0
368287207,2019-12-01 10:59:42,0,0.25
231373184,2019-12-01 11:01:41,0,0
419895888,2019-12-01 11:02:35,0,0.25
579519283,2019-12-01 11:03:31,0,0
552761247,2019-12-01 11:06:15,0,0
371759240,2019-12-01 11:08:00,0,0.1
438927086,2019-12-01 11:09:50,1,0
509295489,2019-12-01 11:11:32,1,0
580167541,2019-12-01 11:13:03,0,0
400111518,2019-12-01 11:13:05,0,0
448327329,2019-12-01 11:13:53,0,0.15
580188020,2019-12-01 11:17:51,0,0.15
504099234,2019-12-01 11:18:23,0,0.15
580204154,2019-12-01 11:18:49,1,0
579568779,2019-12-01 11:21:25,0,0.5
580169873,2019-12-01 11:25:32,1,0
580211202,2019-12-01 11:25:33,0,0.1
478444490,2019-12-01 11:26:01,0,0.25
572081598,2019-12-01 11:27:08,0,0
242775338,2019-12-01 11:28:43,0,0
509211181,2019-12-01 11:28:51,1,0
548766126,2019-12-01 11:30:38,0,0
580212364,2019-12-01 11:31:15,0,0.1
462774706,2019-12-01 11:31:57,0,0.1
567728276,2019-12-01 11:32:21,1,0.1
355846910,2019-12-01 11:33:03,0,0
580148233,2019-12-01 11:33:22,0,0
579001974,2019-12-01 11:37:23,1,0
428917990,2019-12-01 11:38:04,0,0
551323478,2019-12-01 11:38:33,0,0
568670693,2019-12-01 11:38:38,0,0.5
481643762,2019-12-01 11:40:46,0,0
432702813,2019-12-01 11:42:19,0,0.15
413975238,2019-12-01 11:49:05,1,0.15
541106908,2019-12-01 11:49:32,0,0.25
552182624,2019-12-01 11:50:33,0,0
579769314,2019-12-01 11:51:39,0,0
526497244,2019-12-01 11:52:54,0,0
580206959,2019-12-01 11:52:56,0,0.1
474001917,2019-12-01 11:56:38,1,0.15
536697588,2019-12-01 11:56:54,0,0
522537939,2019-12-01 11:59:51,0,0
580225307,2019-12-01 12:01:23,0,0
580222212,2019-12-01 12:01:24,0,0
580209353,2019-12-01 12:02:17,0,0
501755422,2019-12-01 12:03:20,0,0
465819584,2019-12-01 12:04:00,0,0
556128778,2019-12-01 12:05:19,0,0
551323478,2019-12-01 12:06:20,0,0
377998010,2019-12-01 12:08:55,0,0
538300570,2019-12-01 12:09:05,1,0
580212486,2019-12-01 12:09:29,0,0.15
465987524,2019-12-01 12:09:38,0,0
418931100,2019-12-01 12:11:16,0,0
578159990,2019-12-01 12:14:59,0,0
251717161,2019-12-01 12:17:14,0,0.15
554646374,2019-12-01 12:17:56,0,0
578366433,2019-12-01 12:18:12,0,0
580169873,2019-12-01 12:20:43,0,0
574616690,2019-12-01 12:20:55,0,0.1
468538015,2019-12-01 12:25:39,0,0.1
578508619,2019-12-01 12:26:32,0,0
551195949,2019-12-01 12:29:10,0,0
580143586,2019-12-01 12:31:50,0,0
553483793,2019-12-01 12:32:01,1,0.15
544849588,2019-12-01 12:34:38,0,0
414477093,2019-12-01 12:36:24,0,0
580231727,2019-12-01 12:37:00,0,0
365926551,2019-12-01 12:37:10,0,0.25
396059467,2019-12-01 12:40:25,0,0
407894991,2019-12-01 12:41:18,0,0
501159917,2019-12-01 12:42:17,1,0
480565873,2019-12-01 12:43:26,0,0.15
558798454,2019-12-01 12:44:52,0,0
315897760,2019-12-01 12:45:01,0,0
201720695,2019-12-01 12:45:45,0,0
577708497,2019-12-01 12:45:49,0,0
527394584,2019-12-01 12:45:59,0,0.5
554883433,2019-12-01 12:46:03,0,0
580197384,2019-12-01 12:47:28,0,0
570477322,2019-12-01 12:47:46,0,0
477524496,2019-12-01 12:52:18,0,0
567709039,2019-12-01 12:52:22,1,0
476380195,2019-12-01 12:53:36,0,0
565007305,2019-12-01 12:54:34,1,0
528877953,2019-12-01 12:55:26,0,0
552229517,2019-12-01 12:55:28,0,0.15
580233144,2019-12-01 13:02:29,0,0
580171948,2019-12-01 13:03:53,0,0.5
557426297,2019-12-01 13:04:29,0,0
559820096,2019-12-01 13:04:42,0,0
544718392,2019-12-01 13:05:43,0,0
572985455,2019-12-01 13:05:48,0,0.15
576872422,2019-12-01 13:05:59,0,0.1
479913443,2019-12-01 13:07:23,1,0.1
552412373,2019-12-01 13:07:27,0,0
577103170,2019-12-01 13:08:04,1,0.1
520340581,2019-12-01 13:08:37,0,0
580230462,2019-12-01 13:09:21,1,0
526019327,2019-12-01 13:11:29,0,0
580204363,2019-12-01 13:12:47,0,0
553598856,2019-12-01 13:13:55,1,0.5
433418140,2019-12-01 13:14:18,0,0.15
579851542,2019-12-01 13:18:04,0,0
548228624,2019-12-01 13:20:06,0,0
541988494,2019-12-01 13:20:53,1,0.15
403502728,2019-12-01 13:21:29,1,0
578857321,2019-12-01 13:22:47,0,0
576069993,2019-12-01 13:24:26,0,0.15
537433706,2019-12-01 13:27:14,0,0
578550091,2019-12-01 13:27:46,0,0.1
555491640,2019-12-01 13:28:55,0,0
580197745,2019-12-01 13:30:47,0,0
579046940,2019-12-01 13:32:37,0,0.25
570650823,2019-12-01 13:34:47,0,0
192202061,2019-12-01 13:38:39,0,0
506513604,2019-12-01 13:39:21,0,0.1
565393362,2019-12-01 13:43:50,0,0.15
580276450,2019-12-01 13:45:04,0,0
557669500,2019-12-01 13:49:00,0,0
555255282,2019-12-01 13:49:45,0,0
580283821,2019-12-01 13:50:27,0,0.1
437901494,2019-12-01 13:53:14,0,0
230819711,2019-12-01 13:53:49,0,0
563685119,2019-12-01 13:55:44,0,0
501319441,2019-12-01 13:56:42,1,0.25
453652160,2019-12-01 13:57:44,1,0
527804242,2019-12-01 13:59:33,0,0.15
567387315,2019-12-01 14:02:23,1,0
579760320,2019-12-01 14:03:10,0,0
431601403,2019-12-01 14:04:24,0,0
571861416,2019-12-01 14:04:32,0,0
537009195,2019-12-01 14:05:35,1,0
466371990,2019-12-01 14:06:20,0,0
580278452,2019-12-01 14:08:08,0,0
580109089,2019-12-01 14:10:50,0,0
552189815,2019-12-01 14:12:16,0,0.15
580289157,2019-12-01 14:12:43,0,0
490234802,2019-12-01 14:13:18,0,0
579897616,2019-12-01 14:14:03,0,0.15
568860083,2019-12-01 14:15:09,0,0
339702919,2019-12-01 14:18:04,0,0.15
492845195,2019-12-01 14:18:07,0,0
579887858,2019-12-01 14:19:39,1,0
289709344,2019-12-01 14:22:26,0,0.15
518231651,2019-12-01 14:23:03,0,0
563801030,2019-12-01 14:23:16,0,0
511177567,2019-12-01 14:23:22,0,0.15
471905072,2019-12-01 14:24:04,1,0
310897503,2019-12-01 14:24:52,0,0
580302906,2019-12-01 14:24:59,0,0
552189815,2019-12-01 14:26:10,0,0
548144997,2019-12-01 14:29:19,0,0
575562867,2019-12-01 14:31:01,0,0
518653533,2019-12-01 14:32:16,0,0
579237910,2019-12-01 14:32:33,0,0
528100460,2019-12-01 14:33:58,0,0
558769029,2019-12-01 14:36:06,1,0
465933023,2019-12-01 14:36:38,0,0
580307797,2019-12-01 14:36:57,0,0
393425661,2019-12-01 14:37:05,0,0
543035826,2019-12-01 14:38:38,0,0
533317818,2019-12-01 14:42:21,0,0
579645617,2019-12-01 14:42:37,0,0.15
539842566,2019-12-01 14:44:32,0,0
544388358,2019-12-01 14:45:48,0,0
579543348,2019-12-01 14:48:24,0,0.15
580315637,2019-12-01 14:49:47,0,0
536715752,2019-12-01 14:49:48,0,0
564576495,2019-12-01 14:51:58,1,0.15
574925501,2019-12-01 14:55:10,0,0
512890982,2019-12-01 14:56:27,0,0
236516543,2019-12-01 15:01:19,0,0
542747503,2019-12-01 15:02:49,1,0.5
449206892,2019-12-01 15:03:01,1,0.1
580168194,2019-12-01 15:03:02,0,0.15
580308905,2019-12-01 15:03:26,0,0
502602455,2019-12-01 15:04:35,0,0
548050354,2019-12-01 15:04:43,0,0
580293941,2019-12-01 15:06:30,0,0
472357355,2019-12-01 15:07:45,0,0.25
553216878,2019-12-01 15:10:21,0,0
577667964,2019-12-01 15:16:07,0,0.25
564321657,2019-12-01 15:16:09,1,0
540319323,2019-12-01 15:17:09,1,0
580329340,2019-12-01 15:17:26,1,0
573074922,2019-12-01 15:17:28,0,0
279768407,2019-12-01 15:18:36,0,0
446322033,2019-12-01 15:21:58,0,0
540500508,2019-12-01 15:23:00,1,0
580312918,2019-12-01 15:23:24,0,0.1
335382205,2019-12-01 15:24:00,1,0
580297195,2019-12-01 15:24:42,1,0
580323688,2019-12-01 15:25:17,0,0.25
571298658,2019-12-01 15:25:25,0,0
243451472,2019-12-01 15:26:01,1,0.1
572602090,2019-12-01 15:26:45,0,0
565568570,2019-12-01 15:27:16,0,0.1
555284299,2019-12-01 15:27:58,0,0
580141104,2019-12-01 15:29:38,0,0
580093388,2019-12-01 15:30:05,0,0.15
580323243,2019-12-01 15:30:48,0,0
357720846,2019-12-01 15:32:29,0,0
580194511,2019-12-01 15:33:16,1,0.15
528502875,2019-12-01 15:33:26,1,0
580286294,2019-12-01 15:33:55,1,0
297827039,2019-12-01 15:34:10,1,0
550386244,2019-12-01 15:34:42,1,0
549262858,2019-12-01 15:36:45,0,0
538802936,2019-12-01 15:37:17,1,0
580342397,2019-12-01 15:37:22,0,0
430584832,2019-12-01 15:37:47,0,0
482444134,2019-12-01 15:38:04,0,0
580336643,2019-12-01 15:39:10,1,0
545060780,2019-12-01 15:39:42,0,0.5
526291364,2019-12-01 15:41:00,0,0.1
485756301,2019-12-01 15:41:56,1,0
580295872,2019-12-01 15:42:24,0,0
550456948,2019-12-01 15:42:39,0,0
564298523,2019-12-01 15:45:10,0,0
580324004,2019-12-01 15:45:17,0,0
580346311,2019-12-01 15:45:30,0,0.15
567246505,2019-12-01 15:46:50,0,0.25
528872888,2019-12-01 15:48:49,0,0
580349473,2019-12-01 15:49:08,1,0
580351865,2019-12-01 15:50:04,0,0.15
540989194,2019-12-01 15:52:18,1,0.15
580322785,2019-12-01 15:52:47,0,0
352420397,2019-12-01 15:56:23,0,0
557039328,2019-12-01 15:57:05,0,0
580345376,2019-12-01 15:58:40,0,0
538448330,2019-12-01 15:58:49,0,0
564706419,2019-12-01 15:59:29,0,0
358895567,2019-12-01 16:00:33,1,0
567694424,2019-12-01 16:04:26,1,0
580354670,2019-12-01 16:04:49,0,0.5
519973875,2019-12-01 16:06:28,0,0
559520706,2019-12-01 16:08:04,0,0.25
514068156,2019-12-01 16:09:31,0,0
580356567,2019-12-01 16:09:58,0,0
534147472,2019-12-01 16:10:28,0,0
558921959,2019-12-01 16:11:26,1,0
550667097,2019-12-01 16:14:57,1,0.1
530120388,2019-12-01 16:15:02,0,0
452226300,2019-12-01 16:17:23,0,0
230979200,2019-12-01 16:17:23,0,0
433129158,2019-12-01 16:18:30,0,0.15
572670724,2019-12-01 16:19:07,0,0.15
472243233,2019-12-01 16:20:04,0,0.25
546697239,2019-12-01 16:20:57,0,0
580363550,2019-12-01 16:22:29,0,0
389046438,2019-12-01 16:23:58,0,0
580310391,2019-12-01 16:24:26,0,0
580334595,2019-12-01 16:25:29,1,0.1
241040203,2019-12-01 16:28:52,0,0
578447468,2019-12-01 16:30:00,0,0
570209757,2019-12-01 16:30:48,0,0
434400732,2019-12-01 16:32:00,0,0
564650092,2019-12-01 16:32:10,0,0.1
580372894,2019-12-01 16:33:38,0,0.15
396803219,2019-12-01 16:35:24,0,0
453963945,2019-12-01 16:37:16,0,0
580375619,2019-12-01 16:37:36,1,0.1
580358134,2019-12-01 16:38:06,0,0
574850038,2019-12-01 16:39:48,0,0.15
313728052,2019-12-01 16:40:49,0,0
580380739,2019-12-01 16:44:58,0,0
293321782,2019-12-01 16:46:05,0,0.5
445471448,2019-12-01 16:50:16,0,0
532422909,2019-12-01 16:50:28,0,0
565156776,2019-12-01 16:52:18,0,0.15
570617971,2019-12-01 16:52:58,0,0
580287865,2019-12-01 16:54:16,0,0
580376166,2019-12-01 16:55:53,0,0
580369168,2019-12-01 16:58:16,0,0.1
577649629,2019-12-01 16:58:55,0,0
580200906,2019-12-01 16:59:45,1,0
580360093,2019-12-01 17:00:28,0,0
174462136,2019-12-01 17:02:23,0,0
553480150,2019-12-01 17:02:56,0,0
475922518,2019-12-01 17:03:57,0,0
231161486,2019-12-01 17:05:29,0,0
523448442,2019-12-01 17:09:32,0,0.15
479032536,2019-12-01 17:11:37,0,0.1
580389168,2019-12-01 17:12:59,0,0
470375790,2019-12-01 17:14:11,0,0
457885874,2019-12-01 17:14:31,0,0
535153168,2019-12-01 17:14:43,1,0
465355264,2019-12-01 17:15:45,0,0
398892288,2019-12-01 17:16:22,0,0
398164521,2019-12-01 17:17:16,0,0
579584087,2019-12-01 17:19:09,1,0
408790652,2019-12-01 17:19:51,0,0
533746120,2019-12-01 17:22:30,0,0.25
303473068,2019-12-01 17:24:05,0,0
342525783,2019-12-01 17:27:37,1,0
579687312,2019-12-01 17:30:37,1,0
472482251,2019-12-01 17:30:44,0,0.1
580403146,2019-12-01 17:31:49,0,0
575901185,2019-12-01 17:31:54,1,0.5
527062808,2019-12-01 17:33:56,0,0.5
580389104,2019-12-01 17:34:36,0,0
580405925,2019-12-01 17:35:08,0,0
485709311,2019-12-01 17:36:39,0,0.25
572223342,2019-12-01 17:36:39,1,0.15
421719312,2019-12-01 17:38:24,0,0
579779110,2019-12-01 17:39:27,0,0.1
248332407,2019-12-01 17:44:14,0,0.15
580273272,2019-12-01 17:44:21,0,0.5
580405360,2019-12-01 17:44:45,1,0.15
580410371,2019-12-01 17:45:04,0,0
578729806,2019-12-01 17:46:15,0,0
558885133,2019-12-01 17:47:20,0,0.1
518396015,2019-12-01 17:48:08,0,0.15
579304039,2019-12-01 17:49:48,0,0
464001064,2019-12-01 17:52:21,0,0
458068740,2019-12-01 17:52:40,0,0
425993437,2019-12-01 17:54:09,0,0
580418251,2019-12-01 17:54:48,0,0
580388494,2019-12-01 17:55:09,0,0
580397960,2019-12-01 17:55:29,0,0
531755549,2019-12-01 17:56:00,1,0
372152026,2019-12-01 17:56:58,0,0
580409309,2019-12-01 17:57:35,0,0
578227216,2019-12-01 17:57:44,1,0.15
443129506,2019-12-01 17:58:45,0,0.25
575969739,2019-12-01 18:00:35,1,0.15
542451532,2019-12-01 18:02:01,0,0
512619459,2019-12-01 18:02:41,0,0
580424049,2019-12-01 18:03:49,0,0.15
463570655,2019-12-01 18:03:58,0,0
362437232,2019-12-01 18:07:33,1,0
562656236,2019-12-01 18:11:36,0,0
575600172,2019-12-01 18:12:07,0,0
507917486,2019-12-01 18:12:26,0,0.1
511879690,2019-12-01 18:13:14,0,0.15
333667490,2019-12-01 18:14:30,1,0.15
373369671,2019-12-01 18:14:43,1,0.5
518825594,2019-12-01 18:15:35,0,0.5
574989249,2019-12-01 18:15:37,1,0.1
231805890,2019-12-01 18:16:47,0,0
331540219,2019-12-01 18:17:25,0,0.1
580239790,2019-12-01 18:17:30,0,0
450488387,2019-12-01 18:18:30,0,0.15
461834800,2019-12-01 18:20:51,0,0
491412895,2019-12-01 18:21:57,0,0
580432886,2019-12-01 18:22:51,0,0
580411720,2019-12-01 18:23:41,0,0
580431180,2019-12-01 18:24:06,0,0.15
474065356,2019-12-01 18:24:25,0,0
531036449,2019-12-01 18:26:17,0,0
437824045,2019-12-01 18:26:30,0,0.25
539938733,2019-12-01 18:27:35,1,0
578968435,2019-12-01 18:27:47,0,0
552233595,2019-12-01 18:28:41,0,0
322976995,2019-12-01 18:30:18,0,0
575240900,2019-12-01 18:30:41,0,0
497165247,2019-12-01 18:31:18,0,0.1
580422519,2019-12-01 18:33:19,0,0.1
452504928,2019-12-01 18:34:14,0,0.25
580439432,2019-12-01 18:34:22,0,0
569826070,2019-12-01 18:36:48,1,0.25
580439946,2019-12-01 18:38:02,1,0
474196623,2019-12-01 18:42:44,0,0
546563000,2019-12-01 18:44:03,0,0
580244684,2019-12-01 18:44:22,1,0
543689944,2019-12-01 18:51:09,0,0
568175255,2019-12-01 18:52:40,0,0
580416998,2019-12-01 18:55:48,0,0
580437106,2019-12-01 18:56:50,0,0
405536341,2019-12-01 18:56:54,1,0
533380637,2019-12-01 18:58:59,0,0.15
497961413,2019-12-01 18:59:46,1,0
556005210,2019-12-01 19:02:23,1,0.15
477046414,2019-12-01 19:04:33,1,0
580441300,2019-12-01 19:04:41,0,0
580417647,2019-12-01 19:07:12,0,0
472931945,2019-12-01 19:08:18,0,0
456614911,2019-12-01 19:09:48,0,0
517350677,2019-12-01 19:11:06,0,0
369700735,2019-12-01 19:11:21,0,0
553189738,2019-12-01 19:12:09,0,0
300640299,2019-12-01 19:12:34,0,0
580131202,2019-12-01 19:13:58,1,0
127383794,2019-12-01 19:14:59,0,0.1
453092157,2019-12-01 19:17:34,0,0.25
580363970,2019-12-01 19:19:30,0,0.25
504606022,2019-12-01 19:19:41,0,0.5
482827136,2019-12-01 19:21:02,0,0
573121010,2019-12-01 19:22:24,0,0
580389823,2019-12-01 19:22:28,0,0.15
257891642,2019-12-01 19:22:31,1,0
580444870,2019-12-01 19:24:04,1,0.25
580469299,2019-12-01 19:25:09,0,0.1
484400433,2019-12-01 19:25:42,0,0.1
485136031,2019-12-01 19:27:42,0,0
570277899,2019-12-01 19:28:14,0,0
571344395,2019-12-01 19:29:39,0,0.25
573079345,2019-12-01 19:31:45,0,0
580471169,2019-12-01 19:32:55,1,0
569847507,2019-12-01 19:33:14,1,0
551047873,2019-12-01 19:33:16,1,0.15
486718351,2019-12-01 19:36:59,0,0
416480939,2019-12-01 19:37:13,0,0.1
266942823,2019-12-01 19:40:26,0,0
580401499,2019-12-01 19:41:53,0,0
580480396,2019-12-01 19:41:59,0,0
532851766,2019-12-01 19:42:45,0,0
580066715,2019-12-01 19:44:44,0,0
569691461,2019-12-01 19:44:45,0,0.5
541396630,2019-12-01 19:45:08,0,0.1
538892752,2019-12-01 19:45:38,0,0.1
472386828,2019-12-01 19:48:25,0,0
498707793,2019-12-01 19:50:39,1,0
461862371,2019-12-01 19:51:54,1,0
580469759,2019-12-01 19:52:45,0,0
492551807,2019-12-01 19:54:17,0,0.15
465164080,2019-12-01 19:57:02,0,0.1
573060822,2019-12-01 19:57:30,0,0
578849090,2019-12-01 19:58:27,0,0
577236879,2019-12-01 19:59:13,0,0
579879747,2019-12-01 20:00:10,0,0.1
579566513,2019-12-01 20:00:47,0,0.15
477607848,2019-12-01 20:01:06,0,0.15
405360611,2019-12-01 20:01:17,0,0
580480159,2019-12-01 20:04:43,0,0
564905641,2019-12-01 20:05:01,1,0
580486430,2019-12-01 20:05:35,0,0.25
474963548,2019-12-01 20:05:48,0,0
468108335,2019-12-01 20:07:48,0,0
574370750,2019-12-01 20:08:01,0,0
580469012,2019-12-01 20:08:28,0,0
439471623,2019-12-01 20:09:40,0,0
567052281,2019-12-01 20:10:29,0,0
579859772,2019-12-01 20:13:18,1,0.1
478329168,2019-12-01 20:15:19,0,0
573609282,2019-12-01 20:15:43,0,0
531304959,2019-12-01 20:17:17,1,0.25
569992692,2019-12-01 20:17:37,0,0.1
509092218,2019-12-01 20:17:45,1,0
310009954,2019-12-01 20:20:11,0,0
253117622,2019-12-01 20:21:00,0,0
