id,basket_id,product_id
420,13338,5785144
421,13339,5692964
422,13341,5809861
423,13342,5877489
424,13343,5776132
425,13344,4985
426,13345,5649272
427,13346,5696903
428,13347,5848387
429,13349,5659658
430,13350,5659662
431,13351,5659670
432,13353,5659802
433,13354,5659900
434,13355,5659922
435,13356,5660064
436,13357,5687864
437,13358,5697541
438,13359,5772465
439,13360,5781108
440,13362,5870648
441,13364,5704386
442,13365,5809793
443,13366,5809795
444,13367,5829299
445,13368,5871036
446,13369,5898112
447,13370,5839651
448,13371,5853697
449,13372,5736284
450,13373,5798774
451,13374,5809902
452,13375,5901619
453,13376,27762
454,13377,27764
455,13378,5732030
456,13380,5765553
457,13381,5846444
458,13382,5846446
459,13384,5846447
460,13385,5859032
461,13386,5819125
462,13387,5809918
463,13388,5816173
464,13389,5816174
465,13390,34765
466,13392,5698369
467,13393,5706478
468,13394,5773361
469,13395,5807858
470,13396,5812124
471,13397,5854881
472,13398,5883312
473,13399,5662697
474,13401,5697350
475,13402,5759488
476,13403,5807863
477,13404,5836198
478,13405,5863841
479,13406,5834157
480,13408,5836486
481,13409,5836488
482,13410,5836517
483,13411,5854899
484,13412,5772461
485,13413,5772463
486,13414,5838846
487,13415,5848907
488,13417,5834492
489,13419,5834493
490,13421,4497
491,13422,5228
492,13423,5622676
493,13424,5705016
494,13425,5784983
495,13426,5813904
496,13427,5834496
497,13430,5870959
498,13431,5809214
499,13434,5809258
500,13435,5809314
501,13436,5809315
502,13437,5815781
503,13438,5815783
504,13440,5862278
505,13441,5902696
506,13444,5738800
507,13445,5526
508,13446,5540
509,13447,5676826
510,13448,5692914
511,13449,5740530
512,13450,5740531
513,13453,5751383
514,13454,5753837
515,13455,5760789
516,13456,5797964
517,13458,5809728
518,13459,5809730
519,13461,5809731
520,13462,5809732
521,13463,5842840
522,13464,5884342
523,13465,60182
524,13467,5774352
525,13468,5774349
526,13443,37070
527,13469,5600450
528,13470,5746974
529,13471,5901987
530,13472,5836490
531,13474,5836491
532,13475,19162
533,13476,3762
534,13477,5761311
535,13478,5814666
536,13479,5885380
537,13481,5906105
538,13482,5877454
539,13483,5823916
540,13484,5685389
541,13485,5749719
542,13487,5749720
543,13488,5811447
544,13489,5814534
545,13490,5856195
546,13491,49674
547,13492,5642236
548,13493,5900297
549,13494,5900339
550,13495,5900343
551,13496,5870824
552,13497,5870813
553,13498,5862327
554,13499,5853712
555,13500,5809305
556,13501,5809278
557,13502,5769890
558,13503,5803081
559,13504,5909238
560,13505,5809856
561,13508,5809862
562,13509,5709100
563,13510,5739055
564,13511,5764990
565,13512,5810173
566,13513,5823667
567,13514,72442
568,13515,5846402
569,13517,5863822
570,13519,5682471
571,13520,34848
572,13521,5170
573,13522,5728072
574,13524,5853691
575,13525,7680
576,13526,7681
577,13527,5700052
578,13529,5763238
579,13530,5861154
580,13531,7679
581,13532,5747406
582,13533,5888514
583,13534,5888517
584,13535,5888956
585,13536,5851894
586,13537,5877394
587,13538,5859466
588,13539,5839657
589,13540,5587756
590,13541,5754148
591,13542,5859270
592,13543,5773607
593,13544,5894650
594,13546,5834357
595,13547,5532
596,13548,5809891
597,13549,5819252
598,13550,5838933
599,13551,5852393
600,13553,5900639
601,13554,4936
602,13555,5809879
603,13556,5772464
604,13558,5772310
605,13559,5772307
606,13560,5699795
607,13561,5788520
608,13563,9169
609,13564,5759492
610,13566,5698507
611,13567,5888546
612,13568,5801778
613,13570,5839678
614,13571,5859417
615,13572,5683526
616,13574,72387
617,13575,5802165
618,13577,5677403
619,13578,38750
620,13579,5685798
621,13580,5759279
622,13581,5587762
623,13582,5587764
624,13583,5853709
625,13585,5853710
626,13586,5853711
627,13587,5828711
628,13588,5811838
629,13589,5811840
630,13590,5811869
631,13592,5766380
632,13593,5766385
633,13594,5766386
634,13595,5766575
635,13597,5766577
636,13598,5766377
637,13599,5798931
638,13600,5877487
639,13601,5896779
640,13602,5896781
641,13604,5901623
642,13605,4185
643,13606,5809161
644,13607,6534
645,13608,5846456
646,13609,5689471
647,13610,5899159
648,13611,5899160
649,13612,5649236
650,13613,5803892
651,13614,5804002
652,13615,5804358
653,13616,5804602
654,13617,5804620
655,13618,5814521
656,13619,5815147
657,13620,5773606
658,13621,5844670
659,13622,6940
660,13623,5869132
661,13624,5869139
662,13625,5869153
663,13626,5878148
664,13627,5466
665,13628,5665851
666,13629,5700047
667,13630,5808322
668,13631,5712802
669,13632,5812131
670,13633,5841287
671,13634,5881873
672,13635,5881909
673,13636,5881944
674,13637,5889481
675,13638,5694633
676,13639,5769912
677,13640,5770050
678,13641,5770051
679,13642,5808332
680,13644,5890939
681,13645,5562216
682,13646,5830265
683,13647,5746896
684,13648,5812118
685,13649,5773603
686,13650,5773609
687,13652,5773375
688,13653,5773377
689,13654,5847757
690,13655,5861591
691,13656,5815568
692,13657,5815571
693,13658,5868397
694,13659,5855508
695,13660,4977
696,13662,5032
697,13664,5772478
698,13665,5808567
699,13667,5809874
700,13668,5809877
701,13669,5809881
702,13670,5858956
703,13671,5886476
704,13672,59896
705,13673,5654968
706,13674,5700137
707,13675,5810083
708,13676,5833318
709,13677,5650557
710,13678,5774863
711,13679,5797890
712,13680,5813053
713,13681,5813069
714,13682,5813486
715,13683,5827003
716,13684,5830512
717,13685,5839646
718,13686,5839650
719,13687,5839667
720,13688,5839670
721,13689,5839672
722,13690,5839676
723,13691,5839684
724,13694,5839694
725,13695,5859419
726,13697,5859468
727,13698,5859470
728,13701,5861155
729,13702,5614842
730,13703,5810154
731,13704,5811763
732,13705,5826689
733,13706,5827357
734,13707,5827356
735,13708,5753480
736,13709,5767495
737,13710,5804375
738,13711,5815138
739,13712,5867181
740,13714,5819226
741,13715,5807882
742,13716,5700867
743,13717,5723502
744,13718,5854882
745,13719,5862544
746,13721,60183
747,13722,5734498
748,13723,5734499
749,13724,5734502
750,13725,5734518
751,13726,5734552
752,13727,5850864
753,13728,5857870
754,13731,5773379
755,13733,5816166
756,13735,5816171
757,13736,5816177
758,13737,5816178
759,13738,5823913
760,13739,5852383
761,13740,5852387
762,13741,5852388
763,13742,5857328
764,13743,5857359
765,13744,5859081
766,13745,5859084
767,13746,5873234
768,13747,5879280
769,13748,5745098
770,13749,5801000
771,13751,5697446
772,13752,5769936
773,13753,5779210
774,13754,5798928
775,13755,5891173
776,13756,40102
777,13757,40885
778,13758,5725890
779,13759,5736094
780,13761,5868795
781,13762,5581
782,13763,5691611
783,13764,5696857
784,13765,5696862
785,13766,5833126
786,13768,5836843
787,13769,5808538
788,13770,5808540
789,13771,5808541
790,13772,5870127
791,13773,5870128
792,13774,5870298
793,13775,5862628
794,13776,5862629
795,13777,5862630
796,13778,5675552
797,13779,5692463
798,13780,5705018
799,13781,5724283
800,13782,5794157
801,13783,5859408
802,13784,5877715
803,13785,5877850
804,13786,5880572
805,13788,5880770
806,13790,4229
807,13791,5764730
808,13792,5870977
809,13793,5883345
810,13794,5856214
811,13796,5854834
812,13797,5862565
813,13798,5877481
814,13799,5694155
815,13801,5747405
816,13802,5769896
817,13804,5769909
818,13805,5780830
819,13806,37446
820,13807,5562100
821,13809,5686808
822,13810,5698500
823,13813,5705001
824,13814,5773610
825,13816,5622678
826,13817,5711077
827,13819,5711078
828,13820,5711082
829,13821,5711083
830,13822,5711085
831,13823,5711087
832,13824,5711103
833,13825,5711104
834,13826,5711105
835,13827,5711106
836,13828,5711107
837,13829,5711109
838,13830,5711112
839,13831,5711119
840,13833,5711132
841,13834,5711135
842,13835,5711137
843,13836,5711138
844,13837,5711141
845,13838,5711145
846,13839,5711146
847,13841,5711158
848,13842,5711165
849,13843,5711167
850,13844,5711169
851,13845,5711173
852,13846,5711174
853,13847,5711696
854,13848,5711700
855,13849,5711718
856,13850,5711723
857,13851,5712477
858,13853,5712482
859,13854,5712483
860,13855,5712486
861,13856,5712488
862,13857,5712489
863,13858,5712490
864,13860,5712493
865,13861,5712494
866,13862,5712495
867,13863,5712569
868,13864,5712577
869,13865,5712578
870,13867,5712580
871,13868,5712584
872,13869,5712586
873,13870,5712736
874,13871,5712780
875,13872,5712782
876,13873,5712783
877,13874,5712785
878,13875,5712791
879,13876,5713018
880,13877,5713019
881,13878,5729011
882,13880,5743261
883,13881,5745070
884,13882,5745078
885,13883,5745080
886,13884,5745101
887,13885,5753845
888,13886,5753942
889,13887,5759240
890,13888,5785631
891,13889,5790687
892,13891,5807866
893,13892,5809230
894,13893,5809267
895,13894,5809297
896,13895,5809871
897,13896,5810144
898,13897,5814542
899,13899,5819112
900,13900,5832482
901,13901,5833319
902,13902,5834488
903,13903,5834489
904,13904,5837288
905,13905,5843642
906,13906,5843667
907,13907,5848910
908,13908,5849718
909,13912,5864627
910,13913,5864630
911,13914,5867091
912,13915,5877599
913,13918,5877612
914,13919,5882713
915,13920,5885387
916,13921,5885388
917,13922,5889482
918,13923,5900265
919,13924,5900266
920,13925,5902924
921,13926,5902926
922,13929,5906109
923,13930,5906112
924,13931,5906115
925,13932,5906944
926,13933,59893
927,13934,5710619
928,13935,5823935
929,13936,5774947
930,13937,5805493
931,13938,5811770
932,13939,5811771
933,13940,5813945
934,13941,5819223
935,13942,5838932
936,13943,5884156
937,13944,5900322
938,13946,5900326
939,13947,5900336
940,13948,5900358
941,13949,5900640
942,13950,5739470
943,13951,5873171
944,13952,5587782
945,13954,5696859
946,13955,5705000
947,13956,5873432
948,13958,5896610
949,13959,5899969
950,13960,72422
951,13961,5859464
952,13962,5859411
953,13963,5859403
954,13964,5839644
955,13966,5751222
956,13968,5564546
957,13969,5564560
958,13970,5574062
959,13971,5587752
960,13972,5798929
961,13973,5813056
962,13974,5837101
963,13975,5837102
964,13976,5827455
965,13977,5808326
966,13978,5677422
967,13979,5677221
968,13980,5877349
969,13982,5859410
970,13983,5859409
971,13984,5859406
972,13985,5839679
973,13986,5839668
974,13987,5839638
975,13989,5839655
976,13990,5839659
977,13991,5839662
978,13992,5839664
979,13993,5772168
980,13995,5808330
981,13996,5830941
982,13997,5866964
983,13998,5815758
984,13999,5771615
985,14001,5677627
986,14002,5900349
987,14003,5688688
988,14004,5725897
989,14005,5901871
990,14006,5386
991,14007,72394
992,14009,5864262
993,14010,5770055
994,14011,5770054
995,14012,5745712
996,14013,5772450
997,14014,5772462
998,14016,5677426
999,14018,5770021
1000,14019,5896711
1001,14020,5723490
1002,14022,5704998
1003,14024,5700035
1004,14028,4922
1005,14029,5896710
1006,14032,5815167
1007,14033,5022
1008,14034,5023
1009,14035,5650459
1010,14036,5773605
1011,14037,4586
1012,14040,5814522
1013,14041,5584836
1014,14042,5584838
1015,14043,5584840
1016,14044,5584844
1017,14045,5692891
1018,14046,5808501
1019,14047,5889690
1020,14048,5814714
1021,14049,5692888
1022,14050,5812780
1023,14051,5826980
1024,14052,5859405
1025,14053,5823969
1026,14054,5677936
1027,14055,5900615
1028,14056,5695489
1029,14057,5740519
1030,14058,5784103
1031,14059,5839640
1032,14060,5839675
1033,14061,5834158
1034,14062,5881429
1035,14063,34767
1036,14064,5847577
1037,14065,5894797
1038,14067,5870666
1039,14068,5873074
1040,14069,5876807
1041,14070,5836532
1042,14071,5759491
1043,14072,5888061
1044,14073,5649270
1045,14075,5774342
1046,14076,5772301
1047,14077,5772448
1048,14078,5772453
1049,14079,5772454
1050,14080,5772473
1051,14081,5785651
1052,14082,5808313
1053,14083,5814871
1054,14084,5723270
1055,14086,5766757
1056,14087,5766763
1057,14088,5766764
1058,14089,5811424
1059,14090,5817774
1060,14091,5817779
1061,14092,5817780
1062,14093,5870804
1063,14094,5877491
1064,14095,5735270
1065,14096,5696306
1066,14097,5855507
1067,14098,5857683
1068,14099,5857684
1069,14100,5708154
1070,14101,5649211
1071,14103,5866214
1072,14104,5839723
1073,14105,5649209
1074,14106,5775258
1075,14107,37069
1076,14108,5774344
1077,14109,5830542
1078,14110,5830547
1079,14111,5840116
1080,14112,5854384
1081,14113,5892339
1082,14114,5818392
1083,14115,5836599
1084,14116,5837152
1085,14117,5900650
1086,14118,5861452
1087,14119,5803887
1088,14120,5821241
1089,14121,5696902
1090,14122,5724574
1091,14123,5741283
1092,14124,5811668
1093,14125,5811694
1094,14126,5816393
1095,14127,5854884
1096,14129,5854891
1097,14130,5882714
1098,14132,5735080
1099,14134,5617823
1100,14135,5857934
1101,14136,5892800
1102,14137,15176
1103,14138,5788738
1104,14139,5774865
1105,14140,5830506
1106,14141,5587642
1107,14142,5862569
1108,14143,5863820
1109,14144,5857002
1110,14145,5856183
1111,14146,5896788
1112,14147,5587738
1113,14148,5807865
1114,14149,5857237
1115,14150,5866126
1116,14152,5861590
1117,14151,5797889
1118,14153,5813044
1119,14154,5859489
1120,14156,5877388
1121,14158,5712784
1122,14159,5763244
1123,14160,5859089
1124,14161,5869146
1125,14162,5872905
1126,14164,5677617
1127,14165,5678242
1128,14166,5692523
1129,14167,5692592
1130,14168,5653746
1131,14169,5653748
1132,14170,5696882
1133,14171,5696884
1134,14172,5696886
1135,14173,5740018
1136,14174,5741278
1137,14175,5805106
1138,14176,5807867
1139,14177,5841302
1140,14178,5841315
1141,14179,5849915
1142,14180,5881665
1143,14181,5903137
1144,14182,5906514
1145,14183,5906516
1146,14184,5906517
1147,14185,5906522
1148,14186,5906524
1149,14187,5700045
1150,14188,5700036
1151,14189,5732021
1152,14190,5776884
1153,14191,5700026
1154,14192,5529447
1155,14193,5524
1156,14194,5824613
1157,14195,5743947
1158,14196,5677423
1159,14197,5677424
1160,14198,5801490
1161,14199,5801491
1162,14200,4879
1163,14201,5659863
1164,14202,5774895
1165,14205,5804463
1166,14206,5830513
1167,14208,5834646
1168,14209,5839647
1169,14210,3959
1170,14211,5772712
1171,14212,5804291
1172,14213,5809167
1173,14215,5804523
1174,14217,5882390
1175,14218,5697533
1176,14220,5700842
1177,14221,5710585
1178,14222,5712700
1179,14223,5732026
1180,14224,5751219
1181,14225,5751414
1182,14226,5808174
1183,14227,5809306
1184,14228,5834176
1185,14229,5852006
1186,14230,5854896
1187,14231,5882428
1188,14232,5885819
1189,14234,5888361
1190,14235,60184
1191,14236,6499
1192,14238,6939
1193,14240,5700858
1194,14242,5877207
1195,14243,5881662
1196,14244,5888070
1197,14245,5807883
1198,14247,5889697
1199,14248,5536916
1200,14249,5707957
1201,14250,5878173
1202,14251,5880565
1203,14252,5816903
1204,14253,5816914
1205,14254,4649
1206,14255,5746395
1207,14256,5801763
1208,14257,5813480
1209,14259,5830518
1210,14260,5839639
1211,14261,5839653
1212,14262,5839706
1213,14263,6174
1214,14264,5831815
1215,14265,5826565
1216,14267,5897981
1217,14268,5865120
1218,14269,38748
1219,14270,5837228
1220,14271,5846454
1221,14272,5846458
1222,14273,5801437
1223,14274,5856191
1224,14275,5700048
1225,14277,5884578
1226,14278,5822642
1227,14279,5822643
1228,14280,5883341
1229,14281,5700843
1230,14282,5737912
1231,14283,5708683
1232,14285,5708688
1233,14286,5797955
1234,14287,5811837
1235,14288,5811842
1236,14289,5811850
1237,14290,5811851
1238,14291,5811865
1239,14293,5811866
1240,14294,5811868
1241,14297,5811870
1242,14298,5845180
1243,14300,5870993
1244,14301,5749198
1245,14302,5770995
1246,14303,5796099
1247,14304,5709126
1248,14305,5854900
1249,14306,5854902
1250,14307,5814816
1251,14308,5814822
1252,14309,5814835
1253,14310,5814836
1254,14311,5814841
1255,14312,5784106
1256,14313,5788521
1257,14314,5823769
1258,14315,5732017
1259,14316,5732025
1260,14317,5837113
1261,14318,5697534
1262,14319,5823407
1263,14320,5703554
1264,14321,5820089
1265,14323,5760001
1266,14324,5790688
1267,14325,5808491
1268,14326,5810137
1269,14327,5882612
1270,14328,5696103
1271,14329,5716843
1272,14330,5712790
1273,14331,5876993
1274,14332,5866571
1275,14335,5815829
1276,14336,34847
1277,14338,5836530
1278,14339,5859019
1279,14340,5794279
1280,14341,5868458
1281,14343,5868459
1282,14342,5724563
1283,14344,5724592
1284,14346,5724594
1285,14347,5724605
1286,14348,5724614
1287,14351,5724623
1288,14352,5724656
1289,14353,5724676
1290,14354,5798924
1291,14355,5798927
1292,14356,5811666
1293,14357,5811690
1294,14358,5811705
1295,14359,5811706
1296,14360,5812051
1297,14361,5812056
1298,14362,5816396
1299,14364,5834648
1300,14365,5857192
1301,14367,5896600
1302,14368,5896618
1303,14369,5896619
1304,14371,5699074
1305,14372,5783777
1306,14373,5749199
1307,14374,5743974
1308,14375,5541652
1309,14376,5677055
1310,14377,5807862
1311,14379,5854580
1312,14380,5818359
1313,14381,5610054
1314,14382,5809253
1315,14383,5832436
1316,14384,5832443
1317,14386,5857047
1318,14387,5862934
1319,14388,5900354
1320,14389,5901650
1321,14390,5786842
1322,14391,5818395
1323,14392,5839656
1324,14393,5839680
1325,14394,5848411
1326,14395,5848429
1327,14396,5861285
1328,14397,5877190
1329,14398,5700031
1330,14399,5700039
1331,14401,5824599
1332,14402,5869134
1333,14403,5666782
1334,14404,5677451
1335,14405,5739031
1336,14406,5739057
1337,14407,5808018
1338,14408,5809091
1339,14409,5876992
1340,14411,5770020
1341,14412,5770028
1342,14413,5770030
1343,14414,5694624
1344,14415,5710530
1345,14417,5754159
1346,14418,5807860
1347,14419,5857676
1348,14420,5873078
1349,14422,5877484
1350,14423,5753486
1351,14424,5753488
1352,14425,5806392
1353,14426,5809545
1354,14428,5848036
1355,14429,5854890
1356,14430,5700857
1357,14431,6938
1358,14433,5807838
1359,14434,5851314
1360,14435,5804623
1361,14437,5699797
1362,14438,5751228
1363,14439,5751385
1364,14440,5809295
1365,14441,5862308
1366,14442,5819228
1367,14443,5835930
1368,14445,5902982
1369,14446,5836518
1370,14447,5696149
1371,14448,5710612
1372,14449,5832470
1373,14450,5862274
1374,14451,5877492
1375,14454,5900295
1376,14455,5900351
1377,14456,5900361
1378,14457,5816384
1379,14458,5852897
1380,14459,5902336
1381,14460,5902338
1382,14461,5765335
1383,14462,5807856
1384,14464,5812569
1385,14465,5881448
1386,14466,4808
1387,14467,5650287
1388,14468,5894232
1389,14469,5724581
1390,14470,5724619
1391,14472,5786717
1392,14473,5806389
1393,14474,5809859
1394,14475,5811663
1395,14476,5838756
1396,14477,5851309
1397,14478,5851619
1398,14480,5882423
1399,14481,5903874
1400,14483,5654959
1401,14485,5767500
1402,14486,5769877
1403,14487,5819895
1404,14488,5838759
1405,14489,6178
1406,14490,5869071
1407,14491,5889466
1408,14492,5809885
1409,14493,5889467
1410,14494,5696900
1411,14495,34768
1412,14496,34774
1413,14497,5587750
1414,14498,5587766
1415,14499,5857007
1416,14500,5676234
1417,14501,5650462
1418,14502,5816167
1419,14503,5654961
1420,14504,5801108
1421,14505,5830544
1422,14506,5847854
1423,14507,5877733
1424,14508,5902060
1425,14509,5683381
1426,14510,5683383
1427,14511,5683440
1428,14512,72396
1429,14513,5823770
1430,14514,5823773
1431,14515,5851328
1432,14516,5896494
1433,14517,5592510
1434,14518,5659747
1435,14519,5713020
1436,14520,5750294
1437,14521,5809858
1438,14522,5809860
1439,14523,5851621
1440,14525,5783778
1441,14527,4807
1442,14528,4604
1443,14529,5700030
1444,14530,5826996
1445,14531,6175
1446,14532,5815757
1447,14533,5820083
1448,14534,5774329
1449,14535,5829522
1450,14536,5839649
1451,14537,5708979
1452,14539,5708981
1453,14540,5740511
1454,14541,5740525
1455,14542,5740527
1456,14543,5750374
1457,14545,5763931
1458,14546,5774878
1459,14547,5767492
1460,14548,5775814
1461,14549,5810673
1462,14550,5696181
1463,14551,5838086
1464,14552,5650613
1465,14553,5722999
1466,14554,5732039
1467,14555,5781044
1468,14556,5861271
1469,14557,5862575
1470,14560,5689736
1471,14561,5738960
1472,14562,5709052
1473,14563,5804529
1474,14564,5830560
1475,14565,5859472
1476,14566,5339
1477,14567,5645615
1478,14568,5855282
1479,14569,5761037
1480,14570,5772640
1481,14571,5772647
1482,14572,5811343
1483,14573,5811344
1484,14574,5856952
1485,14575,5856957
1486,14576,5599778
1487,14577,5564564
1488,14578,5564562
1489,14579,5752938
1490,14580,5802162
1491,14581,5812137
1492,14582,5850349
1493,14583,5801480
1494,14584,5801484
1495,14585,5849349
1496,14587,5896505
1497,14588,5856940
1498,14589,5727508
1499,14590,5740512
1500,14591,5750389
1501,14592,5774861
1502,14593,5813050
1503,14595,5830514
1504,14596,5830520
1505,14598,5830526
1506,14599,5830528
1507,14601,5830554
1508,14600,5741279
1509,14602,6195
1510,14603,5804003
1511,14604,30195
